Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label,Kata,Hitung
"@sourxsalt @anteraja_id Saya juga baru saja mengalami hal ini kak,sama sekali gaktau kalo ekspedisi ini bermasalah. Terus akhirnya barangnya sampai ke kakak gak? https://t.co/YDIq61zNIg",Saya juga baru saja mengalami hal ini kaksama sekali gaktau kalo ekspedisi ini bermasalah Terus akhirnya barangnya sampai ke kakak gak,saya juga baru saja mengalami hal ini kaksama sekali gaktau kalo ekspedisi ini bermasalah terus akhirnya barangnya sampai ke kakak gak,"['saya', 'juga', 'baru', 'saja', 'mengalami', 'hal', 'ini', 'kaksama', 'sekali', 'gaktau', 'kalo', 'ekspedisi', 'ini', 'bermasalah', 'terus', 'akhirnya', 'barangnya', 'sampai', 'ke', 'kakak', 'gak']","saya,juga,baru,saja,alami,hal,ini,kaksama,sekali,gaktau,kalo,ekspedisi,ini,masalah,terus,akhir,barang,sampai,ke,kakak,gak","alami,kaksama,gaktau,kalo,ekspedisi,barang,kakak,gak","alami,kaksama,gaktau,kalo,ekspedisi,barang,kakak",negatif,"['alami', 'kaksama', 'gaktau', 'kalo', 'ekspedisi', 'barang', 'kakak']","{'alami': 1, 'kaksama': 1, 'gaktau': 1, 'kalo': 1, 'ekspedisi': 1, 'barang': 1, 'kakak': 1}"
"@anteraja_id Mending urusin paket gue yg muter2 di jaktim ga jelas sumpah,hampir 1 minggu muter2 aja kayak g tau jalan atau ga punya bensin",Mending urusin paket gue yg muter di jaktim ga jelas sumpahhampir minggu muter aja kayak tau jalan atau ga punya bensin,mending urusin paket gue yg muter di jaktim ga jelas sumpahhampir minggu muter aja kayak tau jalan atau ga punya bensin,"['mending', 'urusin', 'paket', 'gue', 'yg', 'muter', 'di', 'jaktim', 'ga', 'jelas', 'sumpahhampir', 'minggu', 'muter', 'aja', 'kayak', 'tau', 'jalan', 'atau', 'ga', 'punya', 'bensin']","mending,urusin,paket,gue,yg,muter,di,jaktim,ga,jelas,sumpahhampir,minggu,muter,aja,kayak,tau,jalan,atau,ga,punya,bensin","mending,urusin,paket,gue,yg,muter,jaktim,ga,sumpahhampir,minggu,muter,aja,kayak,tau,jalan,ga,bensin","mending,urusin,paket,muter,jaktim,sumpahhampir,minggu,muter,kayak,jalan,bensin",negatif,"['mending', 'urusin', 'paket', 'muter', 'jaktim', 'sumpahhampir', 'minggu', 'muter', 'kayak', 'jalan', 'bensin']","{'mending': 1, 'urusin': 1, 'paket': 1, 'muter': 2, 'jaktim': 1, 'sumpahhampir': 1, 'minggu': 1, 'kayak': 1, 'jalan': 1, 'bensin': 1}"
@stroberyswit @AnterajaCare @anteraja_id Parah bgt memang anteraja kurang amanah dan tidak profesional,Parah bgt memang anteraja kurang amanah dan tidak profesional,parah bgt memang anteraja kurang amanah dan tidak profesional,"['parah', 'bgt', 'memang', 'anteraja', 'kurang', 'amanah', 'dan', 'tidak', 'profesional']","parah,bgt,memang,anteraja,kurang,amanah,dan,tidak,profesional","parah,bgt,anteraja,amanah,profesional","parah,anteraja,amanah,profesional",negatif,"['parah', 'anteraja', 'amanah', 'profesional']","{'parah': 1, 'anteraja': 1, 'amanah': 1, 'profesional': 1}"
@AnterajaCare @anteraja_id ini kalian emang ga bisa kasih penjelasan statusnya ya? https://t.co/rsNfOtsCYg,ini kalian emang ga bisa kasih penjelasan statusnya ya,ini kalian emang ga bisa kasih penjelasan statusnya ya,"['ini', 'kalian', 'emang', 'ga', 'bisa', 'kasih', 'penjelasan', 'statusnya', 'ya']","ini,kalian,emang,ga,bisa,kasih,jelas,status,ya","emang,ga,kasih,status,ya","emang,kasih,status",negatif,"['emang', 'kasih', 'status']","{'emang': 1, 'kasih': 1, 'status': 1}"
"Sumpah ga jelas banget @anteraja_id @AnterajaCare  pengiriman dari tangerang ke jakarta selatan tp ga jelas muter2, di DM pun ga ada gunanya solusi cuma disuruh nunggu!!! Puasa2 bikin kesel https://t.co/ydyXo4UNW3",Sumpah ga jelas banget pengiriman dari tangerang ke jakarta selatan tp ga jelas muter di DM pun ga ada gunanya solusi cuma disuruh nunggu Puasa bikin kesel,sumpah ga jelas banget pengiriman dari tangerang ke jakarta selatan tp ga jelas muter di dm pun ga ada gunanya solusi cuma disuruh nunggu puasa bikin kesel,"['sumpah', 'ga', 'jelas', 'banget', 'pengiriman', 'dari', 'tangerang', 'ke', 'jakarta', 'selatan', 'tp', 'ga', 'jelas', 'muter', 'di', 'dm', 'pun', 'ga', 'ada', 'gunanya', 'solusi', 'cuma', 'disuruh', 'nunggu', 'puasa', 'bikin', 'kesel']","sumpah,ga,jelas,banget,kirim,dari,tangerang,ke,jakarta,selatan,tp,ga,jelas,muter,di,dm,pun,ga,ada,guna,solusi,cuma,suruh,nunggu,puasa,bikin,kesel","sumpah,ga,banget,kirim,tangerang,jakarta,selatan,tp,ga,muter,dm,ga,solusi,suruh,nunggu,puasa,bikin,kesel","sumpah,banget,kirim,tangerang,jakarta,selatan,muter,solusi,suruh,nunggu,puasa,bikin,kesel",negatif,"['sumpah', 'banget', 'kirim', 'tangerang', 'jakarta', 'selatan', 'muter', 'solusi', 'suruh', 'nunggu', 'puasa', 'bikin', 'kesel']","{'sumpah': 1, 'banget': 1, 'kirim': 1, 'tangerang': 1, 'jakarta': 1, 'selatan': 1, 'muter': 1, 'solusi': 1, 'suruh': 1, 'nunggu': 1, 'puasa': 1, 'bikin': 1, 'kesel': 1}"
"@anteraja_id min coba cek resi ini, ko dari kmren muter2 aja ni paket di gudang.. Hadehhh",min coba cek resi ini ko dari kmren muter aja ni paket di gudang Hadehhh,min coba cek resi ini ko dari kmren muter aja ni paket di gudang hadehhh,"['min', 'coba', 'cek', 'resi', 'ini', 'ko', 'dari', 'kmren', 'muter', 'aja', 'ni', 'paket', 'di', 'gudang', 'hadehhh']","min,coba,cek,resi,ini,ko,dari,kmren,muter,aja,ni,paket,di,gudang,hadehhh","min,coba,cek,resi,ko,kmren,muter,aja,ni,paket,gudang,hadehhh","coba,resi,kmren,muter,paket,gudang,hadehhh",negatif,"['coba', 'resi', 'kmren', 'muter', 'paket', 'gudang', 'hadehhh']","{'coba': 1, 'resi': 1, 'kmren': 1, 'muter': 1, 'paket': 1, 'gudang': 1, 'hadehhh': 1}"
"@anteraja_id Baiknya Ramadan 
#PastiBagiHadiah 
#BaiknyaRamadan
Ikutan yuk @n1arwinner @Sassygir88 @namelesscat_18",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan Ikutan yuk,baiknya ramadan pastibagihadiah baiknyaramadan ikutan yuk,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan', 'ikutan', 'yuk']","baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,yuk","ramadan,pastibagihadiah,baiknyaramadan,yuk","ramadan,pastibagihadiah,baiknyaramadan",negatif,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"@stroberyswit @AnterajaCare @anteraja_id Mampus lu diomelin, pacar w galak 🤣🤣🤣",Mampus lu diomelin pacar galak,mampus lu diomelin pacar galak,"['mampus', 'lu', 'diomelin', 'pacar', 'galak']","mampus,lu,diomelin,pacar,galak","mampus,lu,diomelin,pacar,galak","mampus,diomelin,pacar,galak",negatif,"['mampus', 'diomelin', 'pacar', 'galak']","{'mampus': 1, 'diomelin': 1, 'pacar': 1, 'galak': 1}"
"lama bgt ga nyampe2 paket w, tutup aja dah mending @AnterajaCare @anteraja_id https://t.co/sVrBRSEHzV",lama bgt ga nyampe paket tutup aja dah mending,lama bgt ga nyampe paket tutup aja dah mending,"['lama', 'bgt', 'ga', 'nyampe', 'paket', 'tutup', 'aja', 'dah', 'mending']","lama,bgt,ga,nyampe,paket,tutup,aja,dah,mending","bgt,ga,nyampe,paket,tutup,aja,dah,mending","nyampe,paket,tutup,mending",negatif,"['nyampe', 'paket', 'tutup', 'mending']","{'nyampe': 1, 'paket': 1, 'tutup': 1, 'mending': 1}"
"@anteraja_id mending rebranding jadi “anter kemana aja” jadi suka suka kurirnya mau nganter kemana, paket gue nyasar rumah org tp gatau rumah siapa, gimana nih? https://t.co/nxbo7xggy0",mending rebranding jadi anter kemana aja jadi suka suka kurirnya mau nganter kemana paket gue nyasar rumah org tp gatau rumah siapa gimana nih,mending rebranding jadi anter kemana aja jadi suka suka kurirnya mau nganter kemana paket gue nyasar rumah org tp gatau rumah siapa gimana nih,"['mending', 'rebranding', 'jadi', 'anter', 'kemana', 'aja', 'jadi', 'suka', 'suka', 'kurirnya', 'mau', 'nganter', 'kemana', 'paket', 'gue', 'nyasar', 'rumah', 'org', 'tp', 'gatau', 'rumah', 'siapa', 'gimana', 'nih']","mending,rebranding,jadi,anter,mana,aja,jadi,suka,suka,kurir,mau,nganter,mana,paket,gue,nyasar,rumah,org,tp,gatau,rumah,siapa,gimana,nih","mending,rebranding,anter,aja,suka,suka,kurir,nganter,paket,gue,nyasar,rumah,org,tp,gatau,rumah,gimana,nih","mending,rebranding,anter,suka,suka,kurir,nganter,paket,nyasar,rumah,gatau,rumah,gimana",negatif,"['mending', 'rebranding', 'anter', 'suka', 'suka', 'kurir', 'nganter', 'paket', 'nyasar', 'rumah', 'gatau', 'rumah', 'gimana']","{'mending': 1, 'rebranding': 1, 'anter': 1, 'suka': 2, 'kurir': 1, 'nganter': 1, 'paket': 1, 'nyasar': 1, 'rumah': 2, 'gatau': 1, 'gimana': 1}"
"@anteraja_id Halo kak, tolong dibantu untuk proses antar hari ini paket saya no resi 10006927789839 ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi. Tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem. Terima kasih",Halo kak tolong dibantu untuk proses antar hari ini paket saya no resi ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi Tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem Terima kasih,halo kak tolong dibantu untuk proses antar hari ini paket saya no resi ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem terima kasih,"['halo', 'kak', 'tolong', 'dibantu', 'untuk', 'proses', 'antar', 'hari', 'ini', 'paket', 'saya', 'no', 'resi', 'ya', 'statusnya', 'gagal', 'kirim', 'kemarin', 'tp', 'sampe', 'sekarang', 'blm', 'di', 'kirim', 'lagi', 'tolong', 'antar', 'hari', 'ini', 'karena', 'paketnya', 'untuk', 'kado', 'dan', 'orgnya', 'mau', 'pulang', 'nanti', 'malem', 'terima', 'kasih']","halo,kak,tolong,bantu,untuk,proses,antar,hari,ini,paket,saya,no,resi,ya,status,gagal,kirim,kemarin,tp,sampe,sekarang,blm,di,kirim,lagi,tolong,antar,hari,ini,karena,paket,untuk,kado,dan,orgnya,mau,pulang,nanti,malem,terima,kasih","halo,kak,tolong,bantu,proses,paket,no,resi,ya,status,gagal,kirim,kemarin,tp,sampe,blm,kirim,tolong,paket,kado,orgnya,pulang,malem,terima,kasih","halo,tolong,bantu,proses,paket,resi,status,gagal,kirim,kemarin,sampe,kirim,tolong,paket,kado,orgnya,pulang,malem,terima,kasih",negatif,"['halo', 'tolong', 'bantu', 'proses', 'paket', 'resi', 'status', 'gagal', 'kirim', 'kemarin', 'sampe', 'kirim', 'tolong', 'paket', 'kado', 'orgnya', 'pulang', 'malem', 'terima', 'kasih']","{'halo': 1, 'tolong': 2, 'bantu': 1, 'proses': 1, 'paket': 2, 'resi': 1, 'status': 1, 'gagal': 1, 'kirim': 2, 'kemarin': 1, 'sampe': 1, 'kado': 1, 'orgnya': 1, 'pulang': 1, 'malem': 1, 'terima': 1, 'kasih': 1}"
kalian @anteraja_id masih niat nganter paket pelanggan nggak ?? gila lu yak sesama jakarta mau seminggu kaga di kirim² .. amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau @anteraja_id,kalian masih niat nganter paket pelanggan nggak gila lu yak sesama jakarta mau seminggu kaga di kirim amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau,kalian masih niat nganter paket pelanggan nggak gila lu yak sesama jakarta mau seminggu kaga di kirim amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau,"['kalian', 'masih', 'niat', 'nganter', 'paket', 'pelanggan', 'nggak', 'gila', 'lu', 'yak', 'sesama', 'jakarta', 'mau', 'seminggu', 'kaga', 'di', 'kirim', 'amatir', 'bgt', 'lu', 'jadi', 'jasa', 'pengiriman', 'mending', 'tutup', 'aja', 'ini', 'jasa', 'pengiriman', 'asw', 'lau']","kalian,masih,niat,nganter,paket,langgan,nggak,gila,lu,yak,sama,jakarta,mau,minggu,kaga,di,kirim,amatir,bgt,lu,jadi,jasa,kirim,mending,tutup,aja,ini,jasa,kirim,asw,lau","niat,nganter,paket,langgan,nggak,gila,lu,yak,jakarta,minggu,kaga,kirim,amatir,bgt,lu,jasa,kirim,mending,tutup,aja,jasa,kirim,asw,lau","niat,nganter,paket,langgan,nggak,gila,jakarta,minggu,kaga,kirim,amatir,jasa,kirim,mending,tutup,jasa,kirim",negatif,"['niat', 'nganter', 'paket', 'langgan', 'nggak', 'gila', 'jakarta', 'minggu', 'kaga', 'kirim', 'amatir', 'jasa', 'kirim', 'mending', 'tutup', 'jasa', 'kirim']","{'niat': 1, 'nganter': 1, 'paket': 1, 'langgan': 1, 'nggak': 1, 'gila': 1, 'jakarta': 1, 'minggu': 1, 'kaga': 1, 'kirim': 3, 'amatir': 1, 'jasa': 2, 'mending': 1, 'tutup': 1}"
"Pesen dari @ShopeeID pertama kali nyobain pake ekspedisi @anteraja_id ternyata separah ini..Barang dipick up kurir dri pembeli tgl 27 Maret 2023,tapi sampe tgl 30 Maret 2023,statusnya gak berubah..Ini barang saya dri dipick up,dibawa kemana ya?!komplain ke CS,belom dapet solusi https://t.co/rHkUGYu839",Pesen dari pertama kali nyobain pake ekspedisi ternyata separah iniBarang dipick up kurir dri pembeli tgl Maret tapi sampe tgl Maret statusnya gak berubahIni barang saya dri dipick updibawa kemana yakomplain ke CSbelom dapet solusi,pesen dari pertama kali nyobain pake ekspedisi ternyata separah inibarang dipick up kurir dri pembeli tgl maret tapi sampe tgl maret statusnya gak berubahini barang saya dri dipick updibawa kemana yakomplain ke csbelom dapet solusi,"['pesen', 'dari', 'pertama', 'kali', 'nyobain', 'pake', 'ekspedisi', 'ternyata', 'separah', 'inibarang', 'dipick', 'up', 'kurir', 'dri', 'pembeli', 'tgl', 'maret', 'tapi', 'sampe', 'tgl', 'maret', 'statusnya', 'gak', 'berubahini', 'barang', 'saya', 'dri', 'dipick', 'updibawa', 'kemana', 'yakomplain', 'ke', 'csbelom', 'dapet', 'solusi']","sen,dari,pertama,kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,up,kurir,dri,beli,tgl,maret,tapi,sampe,tgl,maret,status,gak,berubahini,barang,saya,dri,dipick,updibawa,mana,yakomplain,ke,csbelom,dapet,solusi","sen,kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,up,kurir,dri,beli,tgl,maret,sampe,tgl,maret,status,gak,berubahini,barang,dri,dipick,updibawa,yakomplain,csbelom,dapet,solusi","kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,kurir,beli,maret,sampe,maret,status,berubahini,barang,dipick,updibawa,yakomplain,csbelom,dapet,solusi",negatif,"['kali', 'nyobain', 'pake', 'ekspedisi', 'nyata', 'parah', 'inibarang', 'dipick', 'kurir', 'beli', 'maret', 'sampe', 'maret', 'status', 'berubahini', 'barang', 'dipick', 'updibawa', 'yakomplain', 'csbelom', 'dapet', 'solusi']","{'kali': 1, 'nyobain': 1, 'pake': 1, 'ekspedisi': 1, 'nyata': 1, 'parah': 1, 'inibarang': 1, 'dipick': 2, 'kurir': 1, 'beli': 1, 'maret': 2, 'sampe': 1, 'status': 1, 'berubahini': 1, 'barang': 1, 'updibawa': 1, 'yakomplain': 1, 'csbelom': 1, 'dapet': 1, 'solusi': 1}"
@AnterajaCare @anteraja_id 10006915093636 dari tgl 25 sampe skrg belum sampe. bandung-jkt.. udah 2x delivery ditunda krn operasional.. kalo banyak masalah tutup aja woiii.. bener2 ngaco nih ekspedisi,dari tgl sampe skrg belum sampe bandungjkt udah delivery ditunda krn operasional kalo banyak masalah tutup aja woiii bener ngaco nih ekspedisi,dari tgl sampe skrg belum sampe bandungjkt udah delivery ditunda krn operasional kalo banyak masalah tutup aja woiii bener ngaco nih ekspedisi,"['dari', 'tgl', 'sampe', 'skrg', 'belum', 'sampe', 'bandungjkt', 'udah', 'delivery', 'ditunda', 'krn', 'operasional', 'kalo', 'banyak', 'masalah', 'tutup', 'aja', 'woiii', 'bener', 'ngaco', 'nih', 'ekspedisi']","dari,tgl,sampe,skrg,belum,sampe,bandungjkt,udah,delivery,tunda,krn,operasional,kalo,banyak,masalah,tutup,aja,woiii,bener,ngaco,nih,ekspedisi","tgl,sampe,skrg,sampe,bandungjkt,udah,delivery,tunda,krn,operasional,kalo,tutup,aja,woiii,bener,ngaco,nih,ekspedisi","sampe,skrg,sampe,bandungjkt,udah,delivery,tunda,operasional,kalo,tutup,woiii,bener,ngaco,ekspedisi",negatif,"['sampe', 'skrg', 'sampe', 'bandungjkt', 'udah', 'delivery', 'tunda', 'operasional', 'kalo', 'tutup', 'woiii', 'bener', 'ngaco', 'ekspedisi']","{'sampe': 2, 'skrg': 1, 'bandungjkt': 1, 'udah': 1, 'delivery': 1, 'tunda': 1, 'operasional': 1, 'kalo': 1, 'tutup': 1, 'woiii': 1, 'bener': 1, 'ngaco': 1, 'ekspedisi': 1}"
@anteraja_id Ini saya diremehin ya? Paket saya gak di pick up selama 4 hari. Pembeli sampe muak marah2 sama saya. Ini niat kerja apa gak sih? Saya udah gak mau lagi pake jasanya kalau begini. Ekspedisi lain langsung pick up di hari itu juga. Pelayanan CS juga buruk sekali ya https://t.co/NaKA6lvSAZ,Ini saya diremehin ya Paket saya gak di pick up selama hari Pembeli sampe muak marah sama saya Ini niat kerja apa gak sih Saya udah gak mau lagi pake jasanya kalau begini Ekspedisi lain langsung pick up di hari itu juga Pelayanan CS juga buruk sekali ya,ini saya diremehin ya paket saya gak di pick up selama hari pembeli sampe muak marah sama saya ini niat kerja apa gak sih saya udah gak mau lagi pake jasanya kalau begini ekspedisi lain langsung pick up di hari itu juga pelayanan cs juga buruk sekali ya,"['ini', 'saya', 'diremehin', 'ya', 'paket', 'saya', 'gak', 'di', 'pick', 'up', 'selama', 'hari', 'pembeli', 'sampe', 'muak', 'marah', 'sama', 'saya', 'ini', 'niat', 'kerja', 'apa', 'gak', 'sih', 'saya', 'udah', 'gak', 'mau', 'lagi', 'pake', 'jasanya', 'kalau', 'begini', 'ekspedisi', 'lain', 'langsung', 'pick', 'up', 'di', 'hari', 'itu', 'juga', 'pelayanan', 'cs', 'juga', 'buruk', 'sekali', 'ya']","ini,saya,diremehin,ya,paket,saya,gak,di,pick,up,lama,hari,beli,sampe,muak,marah,sama,saya,ini,niat,kerja,apa,gak,sih,saya,udah,gak,mau,lagi,pake,jasa,kalau,begini,ekspedisi,lain,langsung,pick,up,di,hari,itu,juga,layan,cs,juga,buruk,sekali,ya","diremehin,ya,paket,gak,pick,up,beli,sampe,muak,marah,niat,kerja,gak,sih,udah,gak,pake,jasa,ekspedisi,langsung,pick,up,layan,cs,buruk,ya","diremehin,paket,pick,beli,sampe,muak,marah,niat,kerja,udah,pake,jasa,ekspedisi,langsung,pick,layan,buruk",negatif,"['diremehin', 'paket', 'pick', 'beli', 'sampe', 'muak', 'marah', 'niat', 'kerja', 'udah', 'pake', 'jasa', 'ekspedisi', 'langsung', 'pick', 'layan', 'buruk']","{'diremehin': 1, 'paket': 1, 'pick': 2, 'beli': 1, 'sampe': 1, 'muak': 1, 'marah': 1, 'niat': 1, 'kerja': 1, 'udah': 1, 'pake': 1, 'jasa': 1, 'ekspedisi': 1, 'langsung': 1, 'layan': 1, 'buruk': 1}"
@S_GraciaJKT48 @anteraja_id baaguss donh respect with u,baaguss donh respect with,baaguss donh respect with,"['baaguss', 'donh', 'respect', 'with']","baaguss,donh,respect,with","baaguss,donh,respect,with","baaguss,donh,respect,with",positif,"['baaguss', 'donh', 'respect', 'with']","{'baaguss': 1, 'donh': 1, 'respect': 1, 'with': 1}"
"ckckckck kenapa komennya dibatasi @anteraja_id @AnterajaCare ???
Ditelfon gak ada solusi, di WhatsApp yg jawab bot. 

Ini yang katanya team RESOLUSI pecat-pecatin aja orangnya kalo gak dapet-dapet solusi. Udah mau 2bulan dokumen perusahaan entah dimana gajelas🤣 https://t.co/BDK9B5GKBS",ckckckck kenapa komennya dibatasi Ditelfon gak ada solusi di WhatsApp yg jawab bot Ini yang katanya team RESOLUSI pecatpecatin aja orangnya kalo gak dapetdapet solusi Udah mau bulan dokumen perusahaan entah dimana gajelas,ckckckck kenapa komennya dibatasi ditelfon gak ada solusi di whatsapp yg jawab bot ini yang katanya team resolusi pecatpecatin aja orangnya kalo gak dapetdapet solusi udah mau bulan dokumen perusahaan entah dimana gajelas,"['ckckckck', 'kenapa', 'komennya', 'dibatasi', 'ditelfon', 'gak', 'ada', 'solusi', 'di', 'whatsapp', 'yg', 'jawab', 'bot', 'ini', 'yang', 'katanya', 'team', 'resolusi', 'pecatpecatin', 'aja', 'orangnya', 'kalo', 'gak', 'dapetdapet', 'solusi', 'udah', 'mau', 'bulan', 'dokumen', 'perusahaan', 'entah', 'dimana', 'gajelas']","ckckckck,kenapa,komennya,batas,ditelfon,gak,ada,solusi,di,whatsapp,yg,jawab,bot,ini,yang,kata,team,resolusi,pecatpecatin,aja,orang,kalo,gak,dapetdapet,solusi,udah,mau,bulan,dokumen,usaha,entah,mana,gajelas","ckckckck,komennya,batas,ditelfon,gak,solusi,whatsapp,yg,bot,team,resolusi,pecatpecatin,aja,orang,kalo,gak,dapetdapet,solusi,udah,dokumen,usaha,gajelas","ckckckck,komennya,batas,ditelfon,solusi,whatsapp,team,resolusi,pecatpecatin,orang,kalo,dapetdapet,solusi,udah,dokumen,usaha,gajelas",negatif,"['ckckckck', 'komennya', 'batas', 'ditelfon', 'solusi', 'whatsapp', 'team', 'resolusi', 'pecatpecatin', 'orang', 'kalo', 'dapetdapet', 'solusi', 'udah', 'dokumen', 'usaha', 'gajelas']","{'ckckckck': 1, 'komennya': 1, 'batas': 1, 'ditelfon': 1, 'solusi': 2, 'whatsapp': 1, 'team': 1, 'resolusi': 1, 'pecatpecatin': 1, 'orang': 1, 'kalo': 1, 'dapetdapet': 1, 'udah': 1, 'dokumen': 1, 'usaha': 1, 'gajelas': 1}"
"@ndessyy @anteraja_id ekspedisi penghilang paket, jangan pake ekspedisi ini lagi kak. aku juga dokumen perushaaan entah dimana gak ada kejelasan udh mau 2 bulan",ekspedisi penghilang paket jangan pake ekspedisi ini lagi kak aku juga dokumen perushaaan entah dimana gak ada kejelasan udh mau bulan,ekspedisi penghilang paket jangan pake ekspedisi ini lagi kak aku juga dokumen perushaaan entah dimana gak ada kejelasan udh mau bulan,"['ekspedisi', 'penghilang', 'paket', 'jangan', 'pake', 'ekspedisi', 'ini', 'lagi', 'kak', 'aku', 'juga', 'dokumen', 'perushaaan', 'entah', 'dimana', 'gak', 'ada', 'kejelasan', 'udh', 'mau', 'bulan']","ekspedisi,hilang,paket,jangan,pake,ekspedisi,ini,lagi,kak,aku,juga,dokumen,perushaaan,entah,mana,gak,ada,jelas,udh,mau,bulan","ekspedisi,hilang,paket,pake,ekspedisi,kak,dokumen,perushaaan,gak,udh","ekspedisi,hilang,paket,pake,ekspedisi,dokumen,perushaaan",negatif,"['ekspedisi', 'hilang', 'paket', 'pake', 'ekspedisi', 'dokumen', 'perushaaan']","{'ekspedisi': 2, 'hilang': 1, 'paket': 1, 'pake': 1, 'dokumen': 1, 'perushaaan': 1}"
@A_FionyJKT48 @anteraja_id ekspedisi penghilang dokumen ckckckck gaada tanggungjawabnya juga,ekspedisi penghilang dokumen ckckckck gaada tanggungjawabnya juga,ekspedisi penghilang dokumen ckckckck gaada tanggungjawabnya juga,"['ekspedisi', 'penghilang', 'dokumen', 'ckckckck', 'gaada', 'tanggungjawabnya', 'juga']","ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya,juga","ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya","ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya",negatif,"['ekspedisi', 'hilang', 'dokumen', 'ckckckck', 'gaada', 'tanggungjawabnya']","{'ekspedisi': 1, 'hilang': 1, 'dokumen': 1, 'ckckckck': 1, 'gaada': 1, 'tanggungjawabnya': 1}"
